shopper_id,shopper_experience_years,shopper_specialties,shopper_avg_rating,shopper_clients_count,shopper_locale,client_id,client_age,client_gender,client_income_bracket,client_preferred_categories,client_loyalty_tier,days_since_last_purchase,purchase_history_count,last_purchase_amount,recommended_product_ids,product_category,recommendation_channel,recommendation_datetime,time_to_purchase_hours,purchased
S0156,20,mode;accessoires,4.36,142,FR,C112771,25,F,low,tech,none,30,7,23.41,P907,enfants,app,2024-06-20T00:30:04,-1.0,False
S0170,17,beauté;parfum,3.44,1897,FR,C112772,63,M,high,gaming,platinum,1,6,196.51,P751|P415,gaming,email,2024-08-13T02:59:54,-1.0,False
S0021,11,maison;lifestyle,3.01,220,FR,C112773,35,Other,low,accessoires,silver,7,9,324.98,P349,sport,email,2025-03-08T14:32:41,-1.0,False
S0160,6,tech;gadgets,4.37,770,FR,C112774,40,Other,high,accessoires;gaming,none,180,4,190.02,P629,tech,in-store,2024-01-29T23:44:17,-1.0,False
S0056,3,beauté,4.18,807,FR,C112775,45,F,low,enfants;maison,silver,60,1,446.08,P504,accessoires,email,2024-11-12T05:20:19,-1.0,False
S0106,14,maison;deco,4.18,72,FR,C112776,43,M,low,voyage,gold,2,14,97.44,P318,luxe,email,2024-11-03T08:27:56,-1.0,False
S0016,15,tech;gadgets,4.4,947,FR,C112777,23,Other,medium,accessoires,silver,30,24,227.46,P884,deco,in-store,2025-09-19T13:44:07,-1.0,False
S0154,14,mode;enfants,3.03,1410,FR,C112778,50,F,low,luxe,none,3,24,27.09,P566,mode,phone,2025-07-10T00:49:33,-1.0,False
S0015,3,mode;accessoires,4.84,1347,FR,C112779,59,F,high,enfants;gaming,gold,180,19,202.08,P321,tech,email,2025-09-15T06:12:46,-1.0,False
S0037,16,beauté;parfum,3.83,1550,FR,C112780,43,Other,low,mode,silver,14,6,14.75,P609,tech,app,2025-04-06T22:43:36,-1.0,False
S0116,3,mode;enfants,3.33,1478,FR,C112781,24,M,medium,mode;maison,platinum,2,8,69.74,P783,voyage,email,2025-06-30T13:42:36,-1.0,False
S0079,19,beauté,4.18,684,FR,C112782,51,Other,low,gaming,gold,14,9,76.41,P852,maison,phone,2025-02-24T01:56:28,-1.0,False
S0136,8,mode;sport,4.54,1925,FR,C112783,38,Other,high,gaming;maison,silver,3,9,72.64,P579,mode,email,2024-12-17T01:42:59,-1.0,False
S0016,15,tech;gadgets,4.4,947,FR,C112784,50,F,high,maison,silver,180,10,144.32,P198,deco,app,2024-07-02T01:10:31,-1.0,False
S0032,4,tech;gadgets,4.05,1590,FR,C112785,61,F,low,deco,silver,180,17,205.76,P300,accessoires,email,2024-11-30T17:19:12,-1.0,False
S0156,20,mode;accessoires,4.36,142,FR,C112786,31,F,medium,sport;gaming,silver,1,11,259.93,P538,enfants,email,2025-06-22T12:23:09,-1.0,False
S0184,3,mode;enfants,4.91,638,FR,C112787,36,Other,high,sport;luxe,platinum,365,10,59.54,P730,deco,email,2025-06-27T23:55:12,-1.0,False
S0185,6,maison;lifestyle,4.11,344,FR,C112788,61,F,low,gaming;voyage,platinum,365,16,474.58,P990,accessoires,in-store,2025-05-07T02:32:18,-1.0,False
S0132,8,maison;lifestyle,4.78,934,FR,C112789,52,F,medium,sport,none,7,6,265.68,P785,luxe,email,2024-10-07T14:20:07,-1.0,False
S0026,1,luxe;montres,3.8,88,FR,C112790,73,M,low,beauté,gold,180,16,82.71,P392,luxe,phone,2025-02-02T14:17:03,13.64,True
S0055,10,maison;lifestyle,3.81,264,FR,C112791,21,Other,high,mode;tech,none,90,11,75.69,P369,accessoires,email,2025-02-05T16:37:06,-1.0,False
S0197,3,mode;sport,3.24,931,FR,C112792,63,F,medium,luxe;gaming,platinum,90,4,176.97,P269,accessoires,app,2024-04-13T19:59:54,-1.0,False
S0017,4,beauté,3.8,1700,FR,C112793,60,Other,low,deco;tech,platinum,180,16,67.0,P764,mode,app,2024-12-03T19:56:52,51.17,True
S0018,16,luxe;montres,3.09,96,FR,C112794,47,Other,high,voyage;mode,none,2,16,438.35,P985,mode,in-store,2024-04-18T13:18:03,21.67,True
S0130,9,mode;accessoires,3.63,392,FR,C112795,53,M,low,enfants;tech,platinum,14,12,111.78,P686,enfants,in-store,2024-09-13T00:58:19,0.91,True
S0033,9,beauté;parfum,4.34,1469,FR,C112796,34,M,medium,accessoires,platinum,60,11,283.0,P673|P213,gaming,phone,2024-04-01T23:33:16,-1.0,False
S0132,8,maison;lifestyle,4.78,934,FR,C112797,50,Other,high,beauté;enfants,gold,3,16,9.13,P322,gaming,phone,2025-07-23T04:50:10,-1.0,False
S0052,13,beauté;parfum,3.41,1307,FR,C112798,42,M,high,deco;mode,platinum,90,17,323.5,P897|P117,voyage,phone,2025-10-29T02:58:55,24.52,True
S0176,10,maison;deco,4.35,1063,FR,C112799,29,M,low,beauté;gaming,gold,365,3,83.88,P782,luxe,app,2025-04-05T20:05:40,-1.0,False
S0070,3,luxe;montres,3.92,746,FR,C112800,34,M,high,tech;sport,platinum,90,14,286.28,P835,accessoires,phone,2024-09-16T13:14:40,-1.0,False
S0005,9,mode;sport,4.76,1408,FR,C112801,36,Other,high,accessoires,gold,30,16,124.27,P879,sport,phone,2025-03-31T02:52:15,-1.0,False
S0076,5,mode;enfants,4.22,382,FR,C112802,53,Other,high,maison;voyage,platinum,180,17,117.97,P812,enfants,phone,2025-08-02T10:03:08,-1.0,False
S0068,19,styling;conseil,4.79,847,FR,C112803,69,F,low,sport;voyage,none,7,14,128.4,P294,luxe,app,2025-05-15T09:04:52,-1.0,False
S0082,6,styling;conseil,3.92,908,FR,C112804,32,M,high,beauté,none,2,9,90.81,P880,luxe,in-store,2024-11-21T11:08:16,-1.0,False
S0121,7,maison;lifestyle,3.91,1477,FR,C112805,22,M,low,accessoires,gold,2,14,163.09,P487,accessoires,phone,2025-08-31T23:15:45,-1.0,False
S0198,17,luxe;montres,4.88,1269,FR,C112806,70,F,low,gaming;tech,silver,7,2,132.61,P330,luxe,phone,2025-12-27T08:58:47,-1.0,False
S0026,1,luxe;montres,3.8,88,FR,C112807,56,Other,high,mode;voyage,silver,7,19,18.95,P227,mode,app,2024-09-20T14:57:11,-1.0,False
S0199,9,beauté;parfum,3.35,1115,FR,C112808,55,M,high,enfants,silver,90,14,0.1,P216|P470,beauté,phone,2025-05-17T05:17:49,-1.0,False
S0181,1,styling;conseil,3.02,1136,FR,C112809,35,Other,high,beauté,silver,1,1,329.72,P681|P421,maison,email,2025-01-03T02:15:27,-1.0,False
S0050,9,maison;lifestyle,3.55,1344,FR,C112810,59,M,low,luxe,platinum,1,6,140.12,P224,luxe,phone,2025-10-04T02:47:34,-1.0,False
S0120,10,beauté,3.32,1213,FR,C112811,37,F,medium,sport;enfants,gold,14,13,2.94,P414,mode,app,2024-11-27T16:51:00,26.76,True
S0011,13,maison;deco,4.65,1535,FR,C112812,63,M,medium,tech,platinum,2,23,306.2,P595,voyage,email,2024-11-19T10:26:14,36.83,True
S0105,12,beauté,3.66,1509,FR,C112813,44,F,low,maison;deco,gold,30,1,169.26,P705|P826,luxe,phone,2025-04-09T20:15:10,-1.0,False
S0193,14,mode;enfants,3.34,1599,FR,C112814,72,Other,medium,beauté,gold,30,3,389.16,P320,accessoires,phone,2024-08-09T22:06:26,-1.0,False
S0181,1,styling;conseil,3.02,1136,FR,C112815,20,F,medium,luxe;enfants,platinum,30,9,455.02,P916|P893,maison,phone,2025-07-04T12:00:15,-1.0,False
S0068,19,styling;conseil,4.79,847,FR,C112816,48,M,medium,gaming;luxe,silver,60,13,51.46,P883,deco,in-store,2025-09-25T22:54:10,79.61,True
S0154,14,mode;enfants,3.03,1410,FR,C112817,57,Other,low,maison,none,90,7,75.04,P728,gaming,phone,2025-09-01T01:52:25,-1.0,False
S0173,10,mode;enfants,4.41,444,FR,C112818,66,M,medium,mode;luxe,gold,1,15,351.17,P300,gaming,in-store,2024-11-05T11:21:17,-1.0,False
S0097,8,mode;sport,4.86,1052,FR,C112819,49,F,high,tech;mode,none,365,1,111.92,P622,gaming,app,2024-01-13T19:05:56,9.1,True
S0055,10,maison;lifestyle,3.81,264,FR,C112820,47,Other,low,deco,gold,365,12,253.87,P994,luxe,phone,2024-01-10T06:10:06,-1.0,False
S0143,1,luxe;montres,3.5,598,FR,C112821,33,Other,high,luxe,platinum,60,7,159.61,P551,sport,phone,2024-03-19T18:29:36,50.37,True
S0195,3,tech;gadgets,4.57,124,FR,C112822,19,Other,medium,enfants;tech,platinum,14,9,229.26,P841,deco,app,2025-08-18T15:47:20,-1.0,False
S0119,11,tech;gadgets,3.58,1228,FR,C112823,62,F,medium,tech,silver,365,1,53.76,P747,gaming,app,2024-07-19T10:10:06,-1.0,False
S0200,19,beauté,4.01,223,FR,C112824,54,F,medium,deco;voyage,silver,90,1,114.03,P105|P738,tech,app,2025-09-25T22:55:13,14.7,True
S0020,16,beauté;parfum,4.99,1629,FR,C112825,27,M,medium,sport,gold,14,4,562.99,P132,enfants,in-store,2025-02-23T06:24:14,-1.0,False
S0120,10,beauté,3.32,1213,FR,C112826,33,Other,medium,deco,silver,30,9,64.96,P683,luxe,phone,2025-03-01T00:00:48,0.8,True
S0076,5,mode;enfants,4.22,382,FR,C112827,61,F,medium,sport;maison,none,90,17,316.74,P580,deco,phone,2024-10-01T10:49:44,-1.0,False
S0118,14,maison;deco,4.38,66,FR,C112828,28,M,high,luxe;mode,platinum,14,13,39.03,P558,deco,in-store,2025-02-01T05:34:05,-1.0,False
S0108,8,luxe;montres,4.8,1451,FR,C112829,49,F,high,deco,silver,60,7,532.71,P837|P856,beauté,in-store,2024-12-01T03:24:11,25.43,True
S0113,15,mode;sport,3.4,696,FR,C112830,39,M,low,voyage;sport,none,7,14,280.03,P328,voyage,email,2024-08-07T12:03:24,-1.0,False
S0180,13,maison;deco,4.39,631,FR,C112831,51,F,medium,beauté,none,7,1,329.1,P820,tech,email,2025-06-28T21:21:29,-1.0,False
S0190,3,beauté,4.74,415,FR,C112832,26,Other,low,beauté,silver,3,8,197.62,P860,tech,phone,2024-02-21T12:19:07,-1.0,False
S0119,11,tech;gadgets,3.58,1228,FR,C112833,66,M,low,sport,none,30,5,173.33,P474,mode,in-store,2025-12-11T20:34:59,4.33,True
S0033,9,beauté;parfum,4.34,1469,FR,C112834,19,Other,high,luxe;deco,none,90,5,176.48,P246|P157,sport,email,2025-08-15T20:53:53,-1.0,False
S0087,16,beauté;parfum,3.69,1506,FR,C112835,58,M,medium,tech,gold,90,18,257.58,P146|P212,deco,app,2024-09-22T13:34:12,-1.0,False
S0158,14,beauté,3.34,1598,FR,C112836,55,M,medium,maison,none,7,5,61.77,P113,accessoires,phone,2025-04-14T22:03:54,-1.0,False
S0190,3,beauté,4.74,415,FR,C112837,59,Other,low,deco;beauté,none,180,13,222.69,P125,tech,in-store,2024-04-22T22:00:59,-1.0,False
S0187,14,beauté;parfum,4.58,1261,FR,C112838,63,M,medium,deco;accessoires,gold,60,1,11.75,P546,tech,phone,2024-03-29T12:54:19,-1.0,False
S0136,8,mode;sport,4.54,1925,FR,C112839,26,M,medium,beauté,gold,30,4,53.58,P792,maison,in-store,2025-06-24T02:24:41,-1.0,False
S0004,20,beauté,5.0,23,FR,C112840,36,M,high,gaming;sport,gold,30,13,41.92,P678|P366,beauté,in-store,2025-02-10T17:33:36,-1.0,False
S0091,3,tech;gadgets,4.27,776,FR,C112841,31,Other,low,voyage,silver,90,1,123.78,P664|P177,gaming,in-store,2025-12-05T06:20:40,-1.0,False
S0077,10,beauté,3.32,494,FR,C112842,34,Other,medium,gaming,platinum,365,6,78.27,P620,beauté,phone,2025-08-17T13:10:09,-1.0,False
S0183,17,luxe;montres,4.55,1926,FR,C112843,71,F,high,maison;deco,none,60,23,293.42,P633,enfants,in-store,2025-01-16T12:52:59,-1.0,False
S0129,6,luxe;montres,3.64,1706,FR,C112844,73,M,low,enfants,platinum,1,10,41.33,P643,beauté,in-store,2024-09-20T02:10:36,18.7,True
S0125,13,maison;lifestyle,3.58,1188,FR,C112845,54,F,low,sport;mode,none,30,15,232.41,P398,luxe,phone,2025-02-10T08:02:38,21.01,True
S0195,3,tech;gadgets,4.57,124,FR,C112846,69,M,medium,sport;accessoires,gold,2,26,153.14,P639,voyage,in-store,2025-10-08T12:58:48,-1.0,False
S0007,8,tech;gadgets,3.75,435,FR,C112847,48,Other,low,enfants;gaming,silver,60,1,293.15,P465,mode,phone,2025-01-28T21:52:35,-1.0,False
S0160,6,tech;gadgets,4.37,770,FR,C112848,19,M,medium,gaming;enfants,platinum,180,8,27.16,P358|P162,gaming,phone,2025-10-17T18:12:24,-1.0,False
S0026,1,luxe;montres,3.8,88,FR,C112849,27,M,high,maison;accessoires,platinum,2,13,122.66,P518,tech,in-store,2025-04-26T23:59:07,-1.0,False
S0158,14,beauté,3.34,1598,FR,C112850,53,F,medium,voyage;deco,silver,90,12,42.75,P512,gaming,app,2024-02-08T15:23:52,-1.0,False
S0028,13,beauté,4.01,610,FR,C112851,52,M,low,beauté;voyage,none,14,5,425.89,P422,tech,phone,2024-03-15T20:28:37,-1.0,False
S0189,9,mode;sport,4.88,1617,FR,C112852,53,Other,low,deco,gold,7,11,358.74,P584|P686,maison,in-store,2025-10-18T07:55:27,-1.0,False
S0195,3,tech;gadgets,4.57,124,FR,C112853,37,Other,high,tech,gold,60,20,70.19,P868,maison,app,2025-03-28T00:39:25,-1.0,False
S0101,12,luxe;montres,4.5,271,FR,C112854,35,Other,low,tech;accessoires,silver,3,6,95.64,P885,maison,in-store,2025-10-14T09:53:40,-1.0,False
S0029,10,maison;lifestyle,3.76,914,FR,C112855,47,F,high,deco;luxe,platinum,60,13,265.67,P178,enfants,email,2024-12-15T20:27:56,-1.0,False
S0134,6,maison;deco,3.53,1058,FR,C112856,42,M,medium,mode;enfants,none,30,9,47.05,P329,mode,app,2025-04-09T21:13:15,-1.0,False
S0074,13,luxe;montres,3.63,1797,FR,C112857,70,M,high,sport;enfants,silver,7,1,49.78,P101|P297,maison,email,2025-02-23T18:56:10,-1.0,False
S0196,11,luxe;montres,4.39,1491,FR,C112858,54,M,low,deco,silver,365,19,63.44,P670,maison,in-store,2024-09-17T00:15:03,-1.0,False
S0098,18,luxe;montres,4.68,1238,FR,C112859,37,M,medium,mode,platinum,7,9,298.66,P871,accessoires,email,2025-03-15T21:58:28,-1.0,False
S0139,10,beauté,4.2,1434,FR,C112860,54,M,medium,mode,silver,60,3,82.91,P579,sport,email,2024-08-26T02:45:39,-1.0,False
S0064,17,mode;sport,4.47,862,FR,C112861,55,Other,medium,maison,none,90,15,174.85,P911,beauté,phone,2024-02-15T14:09:14,-1.0,False
S0108,8,luxe;montres,4.8,1451,FR,C112862,40,M,high,accessoires;tech,gold,1,11,401.7,P679|P412,accessoires,phone,2025-06-09T22:37:17,-1.0,False
S0121,7,maison;lifestyle,3.91,1477,FR,C112863,28,Other,low,accessoires;voyage,platinum,60,10,87.49,P500|P764,enfants,in-store,2024-05-30T04:55:27,-1.0,False
S0104,7,mode;enfants,4.07,309,FR,C112864,25,F,low,luxe;maison,gold,180,1,392.19,P862,enfants,email,2024-07-30T05:33:26,-1.0,False
S0175,19,luxe;montres,4.7,704,FR,C112865,61,F,high,accessoires;tech,gold,180,1,171.19,P143|P270,tech,email,2024-09-28T20:20:05,-1.0,False
S0070,3,luxe;montres,3.92,746,FR,C112866,41,Other,medium,sport;enfants,platinum,30,8,23.28,P510,accessoires,phone,2024-06-20T18:00:44,26.02,True
S0015,3,mode;accessoires,4.84,1347,FR,C112867,28,F,low,enfants,platinum,7,14,400.06,P525,enfants,in-store,2024-11-10T05:19:15,-1.0,False
S0021,11,maison;lifestyle,3.01,220,FR,C112868,23,M,low,enfants;voyage,gold,3,5,389.69,P260,luxe,app,2025-04-23T11:22:15,18.52,True
S0097,8,mode;sport,4.86,1052,FR,C112869,26,Other,low,luxe;enfants,silver,365,4,26.16,P747|P684,voyage,in-store,2025-05-26T09:33:29,-1.0,False
S0096,13,mode;accessoires,4.06,1682,FR,C112870,70,F,low,accessoires,none,3,14,29.36,P775,beauté,app,2025-04-20T23:31:04,-1.0,False
S0187,14,beauté;parfum,4.58,1261,FR,C112871,28,F,high,sport,gold,14,7,54.21,P748,deco,email,2024-09-14T15:47:51,-1.0,False
S0029,10,maison;lifestyle,3.76,914,FR,C112872,58,M,medium,enfants,gold,30,3,255.34,P442,voyage,in-store,2025-02-05T15:36:42,-1.0,False
S0162,13,mode;sport,3.31,1449,FR,C112873,64,Other,high,deco;sport,none,1,22,64.08,P648,luxe,in-store,2025-10-22T10:06:15,-1.0,False
S0089,12,beauté,3.87,1847,FR,C112874,73,Other,medium,luxe,platinum,3,1,320.37,P595,tech,email,2024-04-21T10:51:08,-1.0,False
S0021,11,maison;lifestyle,3.01,220,FR,C112875,46,M,medium,gaming,platinum,180,5,112.67,P181,mode,phone,2025-11-27T01:26:28,-1.0,False
S0161,17,beauté;parfum,3.27,1886,FR,C112876,54,F,low,beauté;mode,silver,1,6,339.5,P519,mode,phone,2024-06-10T18:48:28,-1.0,False
S0093,18,styling;conseil,4.32,468,FR,C112877,39,Other,low,deco,silver,30,13,441.74,P739,accessoires,phone,2025-11-12T20:43:14,-1.0,False
S0043,18,beauté;parfum,4.57,738,FR,C112878,50,F,high,luxe,platinum,30,11,507.04,P223,mode,email,2025-09-22T02:59:18,-1.0,False
S0128,13,mode;enfants,3.45,348,FR,C112879,22,M,medium,maison,silver,1,2,110.55,P882,sport,app,2024-12-01T17:53:48,-1.0,False
S0025,6,mode;accessoires,4.19,125,FR,C112880,65,F,low,voyage,silver,30,14,46.8,P470|P400,maison,app,2024-11-19T04:25:30,-1.0,False
S0043,18,beauté;parfum,4.57,738,FR,C112881,51,Other,medium,luxe,platinum,60,22,260.35,P900|P521,luxe,email,2024-08-05T07:47:43,9.3,True
S0071,5,mode;accessoires,3.15,1838,FR,C112882,53,Other,high,maison;enfants,gold,3,1,201.63,P739,sport,in-store,2024-04-15T00:02:30,-1.0,False
S0190,3,beauté,4.74,415,FR,C112883,62,F,high,voyage,gold,14,7,95.09,P687,deco,phone,2025-03-04T03:26:27,-1.0,False
S0114,11,luxe;montres,3.5,1781,FR,C112884,75,Other,high,voyage;accessoires,silver,90,20,503.23,P930,deco,email,2024-05-14T14:55:43,-1.0,False
S0004,20,beauté,5.0,23,FR,C112885,37,M,high,accessoires;enfants,silver,30,16,41.68,P611,sport,email,2025-02-19T01:35:43,-1.0,False
S0093,18,styling;conseil,4.32,468,FR,C112886,62,M,medium,maison;voyage,silver,14,18,42.96,P573|P597,gaming,email,2025-05-27T23:53:36,-1.0,False
S0116,3,mode;enfants,3.33,1478,FR,C112887,23,F,high,beauté;accessoires,silver,180,10,72.3,P614,tech,email,2024-04-25T09:24:54,-1.0,False
S0165,3,tech;gadgets,4.58,1112,FR,C112888,35,F,low,sport;gaming,platinum,14,2,482.71,P682,deco,email,2025-01-04T11:18:15,-1.0,False
S0013,5,luxe;montres,3.02,267,FR,C112889,34,M,medium,mode;deco,silver,90,19,432.4,P668,deco,app,2025-01-18T19:45:01,-1.0,False
S0042,16,mode;enfants,3.15,1000,FR,C112890,20,Other,low,enfants,gold,30,18,44.86,P125,accessoires,email,2025-06-30T18:55:32,-1.0,False
S0043,18,beauté;parfum,4.57,738,FR,C112891,44,F,medium,luxe;sport,platinum,365,11,388.58,P841,tech,app,2025-10-01T12:02:24,-1.0,False
S0007,8,tech;gadgets,3.75,435,FR,C112892,18,F,medium,voyage,silver,180,1,253.03,P873,tech,app,2024-10-25T14:59:20,-1.0,False
S0058,16,mode;sport,3.18,1661,FR,C112893,49,F,low,gaming;luxe,gold,7,3,147.55,P446|P898,deco,app,2024-04-16T08:52:06,-1.0,False
S0087,16,beauté;parfum,3.69,1506,FR,C112894,33,F,medium,beauté;tech,none,60,19,374.64,P727,tech,phone,2024-07-08T04:31:45,-1.0,False
S0108,8,luxe;montres,4.8,1451,FR,C112895,32,M,low,voyage,silver,90,6,36.11,P752,luxe,app,2024-08-03T06:37:10,-1.0,False
S0185,6,maison;lifestyle,4.11,344,FR,C112896,46,M,high,accessoires,none,60,1,98.11,P537,mode,app,2024-03-18T02:38:11,-1.0,False
S0158,14,beauté,3.34,1598,FR,C112897,46,M,high,accessoires,platinum,30,11,95.44,P990|P657,deco,email,2024-12-16T07:50:10,-1.0,False
S0177,15,beauté;parfum,4.71,1025,FR,C112898,33,Other,low,luxe;beauté,silver,3,10,8.19,P708,enfants,phone,2025-01-23T03:13:11,-1.0,False
S0122,4,beauté,3.77,1392,FR,C112899,28,F,medium,tech;maison,gold,60,11,35.64,P207|P171,sport,email,2025-08-17T02:10:25,-1.0,False
S0063,19,maison;deco,4.51,1494,FR,C112900,52,Other,high,sport,gold,180,13,2.74,P716,accessoires,in-store,2025-05-08T03:20:43,74.76,True
S0108,8,luxe;montres,4.8,1451,FR,C112901,66,Other,low,sport,none,180,8,240.9,P820|P469,deco,app,2024-06-06T12:23:13,5.93,True
S0063,19,maison;deco,4.51,1494,FR,C112902,47,Other,medium,beauté,platinum,60,7,289.91,P396,maison,email,2024-02-01T20:08:52,-1.0,False
S0005,9,mode;sport,4.76,1408,FR,C112903,62,Other,medium,voyage;sport,gold,365,10,70.22,P703,mode,in-store,2025-12-31T03:43:49,-1.0,False
S0025,6,mode;accessoires,4.19,125,FR,C112904,53,M,medium,tech;beauté,silver,365,20,96.91,P386,sport,in-store,2025-04-16T12:48:38,-1.0,False
S0102,20,maison;deco,4.99,1971,FR,C112905,73,Other,medium,gaming;enfants,silver,60,10,207.97,P729,beauté,in-store,2025-11-04T09:13:21,-1.0,False
S0063,19,maison;deco,4.51,1494,FR,C112906,68,M,low,enfants,silver,7,17,215.85,P615,tech,email,2024-04-15T17:42:45,-1.0,False
S0073,14,mode;enfants,4.01,472,FR,C112907,31,M,high,enfants,platinum,30,14,116.42,P181,tech,app,2024-08-31T10:20:19,-1.0,False
S0194,1,maison;deco,4.62,771,FR,C112908,68,M,medium,gaming;mode,gold,180,1,398.42,P149,enfants,phone,2024-08-16T08:07:06,-1.0,False
S0001,11,maison;deco,3.07,735,FR,C112909,32,M,medium,accessoires;enfants,gold,365,1,86.08,P587,sport,app,2025-07-01T19:26:18,-1.0,False
S0050,9,maison;lifestyle,3.55,1344,FR,C112910,18,Other,low,enfants;mode,gold,1,4,103.04,P672,gaming,phone,2025-09-28T04:09:47,-1.0,False
S0110,12,luxe;montres,4.09,45,FR,C112911,73,M,medium,gaming;tech,silver,365,4,202.44,P466,accessoires,in-store,2024-03-22T01:45:42,-1.0,False
S0006,9,luxe;montres,4.69,907,FR,C112912,75,F,high,luxe,platinum,2,17,93.02,P941|P686,luxe,app,2025-09-01T18:33:27,-1.0,False
S0002,20,styling;conseil,4.97,286,FR,C112913,68,Other,medium,maison,silver,365,16,38.69,P849,deco,phone,2024-04-21T02:23:03,-1.0,False
S0044,14,maison;lifestyle,4.86,1057,FR,C112914,46,F,medium,tech,gold,90,4,40.83,P190,beauté,email,2024-06-24T08:18:35,-1.0,False
S0143,1,luxe;montres,3.5,598,FR,C112915,36,M,medium,sport,gold,365,26,62.14,P990,voyage,in-store,2024-06-12T08:58:39,-1.0,False
S0132,8,maison;lifestyle,4.78,934,FR,C112916,72,F,high,enfants,silver,180,16,43.23,P527|P288,accessoires,in-store,2025-11-22T00:24:53,-1.0,False
S0043,18,beauté;parfum,4.57,738,FR,C112917,55,Other,medium,beauté;maison,none,60,26,575.04,P723,mode,in-store,2024-05-23T18:40:11,-1.0,False
S0167,13,mode;accessoires,3.67,66,FR,C112918,20,F,high,tech,none,2,18,33.73,P190|P801,accessoires,in-store,2025-01-24T21:33:29,-1.0,False
S0165,3,tech;gadgets,4.58,1112,FR,C112919,75,F,low,enfants,platinum,1,16,613.91,P198,tech,app,2025-09-30T05:11:31,-1.0,False
S0175,19,luxe;montres,4.7,704,FR,C112920,75,F,high,sport,gold,60,12,83.62,P632|P464,accessoires,email,2024-08-15T05:45:28,-1.0,False
S0153,2,styling;conseil,4.47,827,FR,C112921,75,Other,medium,beauté;deco,silver,90,12,361.93,P907,luxe,email,2025-05-28T20:39:41,-1.0,False
S0100,10,styling;conseil,3.72,63,FR,C112922,66,M,high,luxe,platinum,30,2,398.06,P589,luxe,email,2024-07-06T15:58:06,-1.0,False
S0111,10,maison;lifestyle,4.99,876,FR,C112923,59,M,medium,accessoires,gold,2,6,45.06,P528,beauté,phone,2025-05-12T06:14:45,-1.0,False
S0094,10,beauté;parfum,4.15,818,FR,C112924,58,M,medium,tech;mode,platinum,3,26,179.49,P719,mode,app,2025-05-16T07:10:04,195.6,True
S0115,4,beauté;parfum,3.1,1876,FR,C112925,35,M,medium,accessoires;gaming,gold,7,15,333.19,P374|P158,luxe,app,2025-05-12T02:03:24,-1.0,False
S0077,10,beauté,3.32,494,FR,C112926,57,Other,low,sport,none,7,13,233.83,P295,gaming,in-store,2024-01-05T22:05:59,-1.0,False
S0191,20,beauté;parfum,4.15,267,FR,C112927,20,Other,high,gaming;beauté,gold,180,18,247.44,P860,sport,app,2024-10-13T15:31:49,-1.0,False
S0016,15,tech;gadgets,4.4,947,FR,C112928,32,M,low,enfants;accessoires,none,365,9,17.97,P948,mode,app,2024-09-13T11:09:53,-1.0,False
S0143,1,luxe;montres,3.5,598,FR,C112929,47,M,medium,enfants;deco,gold,14,7,208.75,P474,enfants,app,2024-01-27T23:12:23,-1.0,False
S0111,10,maison;lifestyle,4.99,876,FR,C112930,18,F,high,enfants;mode,gold,60,14,526.31,P874|P772,voyage,app,2024-04-27T11:51:28,-1.0,False
S0152,8,styling;conseil,3.76,12,FR,C112931,35,F,low,voyage,none,365,24,292.76,P245,enfants,in-store,2025-10-27T03:51:30,11.06,True
S0118,14,maison;deco,4.38,66,FR,C112932,60,F,high,voyage;beauté,silver,3,8,514.97,P639,maison,in-store,2025-02-10T03:56:22,-1.0,False
S0116,3,mode;enfants,3.33,1478,FR,C112933,60,Other,medium,maison;enfants,platinum,60,5,188.09,P816,accessoires,app,2025-01-27T10:11:00,-1.0,False
S0018,16,luxe;montres,3.09,96,FR,C112934,53,Other,medium,sport,gold,60,5,445.67,P139,tech,app,2025-10-13T08:00:39,-1.0,False
S0064,17,mode;sport,4.47,862,FR,C112935,72,Other,medium,deco,silver,180,15,80.91,P119|P429,gaming,email,2024-02-10T17:52:34,-1.0,False
S0096,13,mode;accessoires,4.06,1682,FR,C112936,65,M,low,deco;gaming,gold,7,13,220.54,P782,maison,in-store,2025-08-11T10:40:13,-1.0,False
S0154,14,mode;enfants,3.03,1410,FR,C112937,28,F,medium,tech,gold,3,10,243.47,P456,mode,phone,2025-08-08T04:58:53,-1.0,False
S0011,13,maison;deco,4.65,1535,FR,C112938,67,Other,low,maison,platinum,90,8,34.13,P325,beauté,email,2024-07-28T05:54:56,-1.0,False
S0192,4,luxe;montres,4.69,1272,FR,C112939,65,F,low,mode,silver,2,25,468.08,P962,gaming,in-store,2024-04-13T15:18:22,-1.0,False
S0151,9,beauté;parfum,3.26,1508,FR,C112940,24,F,medium,accessoires,gold,3,13,113.21,P622,sport,in-store,2024-02-13T02:33:43,-1.0,False
S0191,20,beauté;parfum,4.15,267,FR,C112941,28,Other,high,enfants;beauté,none,30,10,376.1,P874,sport,email,2025-06-20T04:08:18,-1.0,False
S0184,3,mode;enfants,4.91,638,FR,C112942,65,F,high,mode;sport,platinum,3,12,343.56,P181,deco,in-store,2025-05-16T22:23:47,-1.0,False
S0042,16,mode;enfants,3.15,1000,FR,C112943,53,F,low,maison;mode,platinum,7,5,48.82,P432,gaming,app,2025-04-03T04:55:35,-1.0,False
